Created Date,Created Time,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Borough
10/9/14,23:00,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,119 SOUTH STREET,SOUTH STREET,BEEKMAN STREET,PECK SLIP,,,ADDRESS,NEW YORK,,MANHATTAN
10/10/14,3:47,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,100 WILLIAM STREET,WILLIAM STREET,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/10/14,4:32,Noise - Residential,Loud Music/Party,Residential Building/House,10038,33 GOLD STREET,GOLD STREET,JOHN STREET,RYDERS ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
10/10/14,12:17,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,47 WALKER STREET,WALKER STREET,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/10/14,13:06,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL PARK,CITY HALL PARK,PARK PLACE,MURRAY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/10/14,23:53,Noise - Residential,Banging/Pounding,Residential Building/House,10007,101 WARREN STREET,WARREN STREET,GREENWICH STREET,JOE DIMAGGIO HIGHWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/10/14,23:59,Noise - Residential,Loud Music/Party,Residential Building/House,10013,93 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/11/14,0:21,Noise - Residential,Loud Music/Party,Residential Building/House,10013,93 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/11/14,0:23,Noise - Residential,Loud Music/Party,Residential Building/House,10013,93 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/11/14,0:33,Noise - Residential,Loud Music/Party,Residential Building/House,10013,,,,,LEONARD STREET,BROADWAY,INTERSECTION,NEW YORK,,MANHATTAN
10/11/14,0:45,Noise - Residential,Loud Music/Party,Residential Building/House,10013,93 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/11/14,0:46,Noise - Residential,Loud Music/Party,Residential Building/House,10013,93 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/11/14,0:47,Noise - Residential,Loud Music/Party,Residential Building/House,10013,93 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/11/14,0:50,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10013,105 READE STREET,READE STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/11/14,0:57,Noise - Residential,Loud Music/Party,Residential Building/House,10013,93 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/11/14,0:57,Noise - Residential,Loud Music/Party,Residential Building/House,10013,93 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/11/14,1:03,Noise - Residential,Loud Music/Party,Residential Building/House,10013,93 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/11/14,14:55,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL PARK,CITY HALL PARK,PARK PLACE,MURRAY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/11/14,15:17,Noise - Commercial,Banging/Pounding,Store/Commercial,10038,16 DUTCH STREET,DUTCH STREET,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/11/14,15:38,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,200 FRONT STREET,FRONT STREET,JOHN STREET,FULTON STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/11/14,21:35,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10004,,,,,ANDES ROAD,TAMPA ROAD,INTERSECTION,NEW YORK,,MANHATTAN
10/11/14,22:11,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10004,,,,,ANDES ROAD,TAMPA ROAD,INTERSECTION,NEW YORK,,MANHATTAN
10/11/14,23:01,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10007,135 WEST SIDE HIGHWAY,WEST SIDE HIGHWAY,LIBERTY STREET,PEDESTRIAN OVERPASS,,,ADDRESS,NEW YORK,,MANHATTAN
10/12/14,0:44,Noise - Residential,Loud Music/Party,Residential Building/House,10038,77 FULTON STREET,FULTON STREET,CLIFF STREET,RYDERS ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
10/12/14,2:33,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10004,25 BROAD STREET,BROAD STREET,EXCHANGE PLACE,BEAVER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/12/14,13:24,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,WILLIAM STREET,WILLIAM STREET,,,,,LATLONG,NEW YORK,,MANHATTAN
10/12/14,14:25,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL,CITY HALL,MURRAY STREET,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/12/14,15:40,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL,CITY HALL,MURRAY STREET,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/12/14,17:47,Noise - Residential,Loud Music/Party,Residential Building/House,10004,,,,,TAMPA ROAD,ANDES ROAD,INTERSECTION,NEW YORK,,MANHATTAN
10/12/14,23:13,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10006,,,,,WEST SIDE HIGHWAY,WEST THAMES STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/13/14,0:20,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,127 JOHN STREET,JOHN STREET,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/13/14,9:35,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,55 WALL STREET,WALL STREET,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/13/14,9:40,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,55 WALL STREET,WALL STREET,WILLIAM STREET,HANOVER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/13/14,17:27,Noise - Residential,Banging/Pounding,Residential Building/House,10013,137 DUANE STREET,DUANE STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/13/14,22:20,Noise - Residential,Loud Music/Party,Residential Building/House,10005,15 BROAD STREET,BROAD STREET,NASSAU STREET,EXCHANGE PLACE,,,ADDRESS,NEW YORK,,MANHATTAN
10/14/14,0:22,Noise - Residential,Loud Television,Residential Building/House,10006,123 WASHINGTON STREET,WASHINGTON STREET,CARLISLE STREET,ALBANY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/14/14,8:52,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,55 WALL STREET,WALL STREET,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/14/14,8:58,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,55 WALL STREET,WALL STREET,WILLIAM STREET,HANOVER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/14/14,22:09,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10006,90 WASHINGTON STREET,WASHINGTON STREET,JOSEPH P WARD STREET,RECTOR STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/15/14,12:42,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,BROADWAY,LIBERTY STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/15/14,13:15,Noise - Park,Loud Music/Party,Park/Playground,10038,150 BROADWAY,BROADWAY,LIBERTY STREET,CORTLANDT STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/15/14,13:44,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,140 BROADWAY,BROADWAY,NASSAU STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/15/14,14:19,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,150 BROADWAY,BROADWAY,LIBERTY STREET,CORTLANDT STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/15/14,14:23,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,140 BROADWAY,BROADWAY,NASSAU STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/15/14,14:46,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,140 BROADWAY,BROADWAY,NASSAU STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/15/14,14:54,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,BROADWAY,LIBERTY STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/15/14,14:56,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,140 BROADWAY,BROADWAY,NASSAU STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/16/14,7:23,Noise - Commercial,Car/Truck Horn,Store/Commercial,10038,11 MAIDEN LANE,MAIDEN LANE,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/16/14,20:43,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,20 EXCHANGE PLACE,EXCHANGE PLACE,HANOVER STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/16/14,21:36,Noise - Residential,Loud Television,Residential Building/House,10006,123 WASHINGTON STREET,WASHINGTON STREET,CARLISLE STREET,ALBANY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/16/14,22:20,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,,,HARRISON STREET,NORTH MOORE STREET,,,PLACENAME,NEW YORK,PIER 25,MANHATTAN
10/17/14,22:56,Noise - Residential,Loud Music/Party,Residential Building/House,10004,13 SOUTH WILLIAM STREET,SOUTH WILLIAM STREET,MILL LANE,BROAD STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/17/14,23:09,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,114 FRANKLIN STREET,FRANKLIN STREET,AVENUE OF THE AMERICAS,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/17/14,23:24,Noise - Residential,Loud Talking,Residential Building/House,10013,146 DUANE STREET,DUANE STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/17/14,23:33,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,114 FRANKLIN STREET,FRANKLIN STREET,AVENUE OF THE AMERICAS,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/17/14,23:34,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,55 WALKER STREET,WALKER STREET,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/18/14,0:49,Noise - Residential,Loud Talking,Residential Building/House,10280,225 LIBERTY STREET,LIBERTY STREET,DEAD END,SOUTH END AVENUE,,,ADDRESS,NEW YORK,,MANHATTAN
10/18/14,3:46,Noise - Residential,Loud Television,Residential Building/House,10006,123 WASHINGTON STREET,WASHINGTON STREET,CARLISLE STREET,ALBANY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/18/14,14:19,Noise - Residential,Loud Music/Party,Residential Building/House,10007,25 MURRAY STREET,MURRAY STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/18/14,17:14,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,,,,,WEST BROADWAY,READE STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/18/14,18:04,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL PARK,CITY HALL PARK,PARK PLACE,MURRAY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/18/14,23:11,Noise - Residential,Loud Music/Party,Residential Building/House,10007,122 DUANE STREET,DUANE STREET,TRIMBLE PLACE,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/19/14,0:36,Noise - Residential,Loud Music/Party,Residential Building/House,10006,110 GREENWICH STREET,GREENWICH STREET,RECTOR STREET,CARLISLE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/19/14,1:24,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,52 WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/19/14,2:03,Noise - Residential,Loud Talking,Residential Building/House,10005,45 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/19/14,13:49,Noise - Commercial,Banging/Pounding,Store/Commercial,10004,15 WILLIAM STREET,WILLIAM STREET,BEAVER STREET,EXCHANGE PLACE,,,ADDRESS,NEW YORK,,MANHATTAN
10/19/14,14:06,Noise - Residential,Loud Music/Party,Residential Building/House,10007,1 WEST BROADWAY,WEST BROADWAY,VESEY STREET,BARCLAY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/19/14,22:50,Noise - Residential,Loud Music/Party,Residential Building/House,10005,10 HANOVER SQUARE,HANOVER SQUARE,PEARL STREET,OLD SLIP,,,ADDRESS,NEW YORK,,MANHATTAN
10/20/14,0:43,Noise - Residential,Loud Music/Party,Residential Building/House,10038,33 GOLD STREET,GOLD STREET,JOHN STREET,RYDERS ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
10/20/14,1:02,Noise - Residential,Loud Television,Residential Building/House,10006,123 WASHINGTON STREET,WASHINGTON STREET,CARLISLE STREET,ALBANY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/20/14,2:23,Noise - Residential,Loud Music/Party,Residential Building/House,10005,130 WATER STREET,WATER STREET,WALL STREET,PINE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/20/14,20:26,Noise - Residential,Loud Music/Party,Residential Building/House,10038,80 JOHN STREET,JOHN STREET,WILLIAM STREET,GOLD STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/20/14,20:29,Noise - Commercial,Loud Music/Party,Store/Commercial,10038,80 JOHN STREET,JOHN STREET,WILLIAM STREET,GOLD STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/20/14,22:41,Noise - Commercial,Car/Truck Horn,Store/Commercial,10038,150 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/20/14,23:46,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10005,,,,,WALL STREET,WILLIAM STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/20/14,23:54,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10005,,,,,WILLIAM STREET,EXCHANGE PLACE,INTERSECTION,NEW YORK,,MANHATTAN
10/21/14,8:23,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,WALL STREET,HANOVER STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/21/14,8:34,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,55 WALL STREET,WALL STREET,WILLIAM STREET,HANOVER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/21/14,8:36,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,55 WALL STREET,WALL STREET,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/21/14,8:55,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,63 WALL STREET,WALL STREET,HANOVER STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/21/14,9:00,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,55 WALL STREET,WALL STREET,WILLIAM STREET,HANOVER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/21/14,14:30,Noise - Residential,Banging/Pounding,Residential Building/House,10013,137 DUANE STREET,DUANE STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/22/14,18:15,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/22/14,18:30,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/22/14,18:39,Noise - Residential,Banging/Pounding,Residential Building/House,10280,395 SOUTH END AVENUE,SOUTH END AVENUE,ALBANY STREET,LIBERTY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/22/14,23:30,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10005,,,,,WALL STREET,WILLIAM STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/23/14,0:10,Noise - Vehicle,Engine Idling,Street/Sidewalk,10007,50 PARK PLACE,PARK PLACE,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/23/14,22:04,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,75 MURRAY STREET,MURRAY STREET,WEST BROADWAY,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/23/14,22:20,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10004,3 HANOVER SQUARE,HANOVER SQUARE,STONE STREET,HANOVER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/23/14,22:21,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10005,10 HANOVER SQUARE,HANOVER SQUARE,PEARL STREET,OLD SLIP,,,ADDRESS,NEW YORK,,MANHATTAN
10/23/14,22:24,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10005,,,,,WILLIAM STREET,WALL STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/23/14,22:24,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10004,,,,,WILLIAM STREET,BEAVER STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/24/14,1:16,Noise - Commercial,Car/Truck Music,Store/Commercial,10013,313 CHURCH STREET,CHURCH STREET,WALKER STREET,LISPENARD STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/24/14,5:50,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,75 MURRAY STREET,MURRAY STREET,WEST BROADWAY,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/24/14,11:47,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL PARK,CITY HALL PARK,PARK PLACE,MURRAY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/24/14,12:23,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,WALL STREET,NASSAU STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/24/14,16:30,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/24/14,17:09,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,362 BROADWAY,BROADWAY,LEONARD STREET,FRANKLIN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/24/14,23:55,Noise - Residential,Banging/Pounding,Residential Building/House,10005,40 EXCHANGE PLACE,EXCHANGE PLACE,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/25/14,0:19,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,75 MURRAY STREET,MURRAY STREET,WEST BROADWAY,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/25/14,1:06,Noise - Residential,Loud Music/Party,Residential Building/House,10013,336 CANAL STREET,CANAL STREET,BROADWAY,MERCER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/25/14,2:42,Noise - Residential,Loud Music/Party,Residential Building/House,10006,90 WEST STREET,WEST STREET,ALBANY STREET,PEDESTRIAN OVERPASS,,,ADDRESS,NEW YORK,,MANHATTAN
10/25/14,3:16,Noise - Residential,Loud Music/Party,Residential Building/House,10013,WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,BLOCKFACE,NEW YORK,,MANHATTAN
10/25/14,11:30,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL PARK,CITY HALL PARK,PARK PLACE,MURRAY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/25/14,14:44,Noise - Residential,Loud Music/Party,Residential Building/House,10013,59 FRANKLIN STREET,FRANKLIN STREET,LAFAYETTE STREET,CORTLANDT ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
10/25/14,17:26,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10013,114 FRANKLIN STREET,FRANKLIN STREET,AVENUE OF THE AMERICAS,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/25/14,18:55,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL PARK,CITY HALL PARK,PARK PLACE,MURRAY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/25/14,22:08,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,66 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/25/14,22:10,Noise - Residential,Loud Music/Party,Residential Building/House,10013,69 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/25/14,22:16,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,69 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/25/14,22:17,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,69 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/25/14,23:25,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,69 LEONARD STREET,LEONARD STREET,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/25/14,23:47,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10004,2 WEST STREET,WEST STREET,BATTERY PLACE,MORRIS STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/25/14,23:56,Noise - Residential,Loud Music/Party,Residential Building/House,10013,69 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/26/14,1:44,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,VARICK STREET,CANAL STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/26/14,2:23,Noise - Residential,Loud Music/Party,Residential Building/House,10006,88 GREENWICH STREET,GREENWICH STREET,EDGAR STREET,RECTOR STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/26/14,4:23,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,69 LEONARD STREET,LEONARD STREET,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/26/14,10:51,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,431 WASHINGTON STREET,WASHINGTON STREET,VESTRY STREET,DESBROSSES STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/26/14,16:14,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL PARK,CITY HALL PARK,PARK PLACE,MURRAY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/26/14,18:38,Noise - Commercial,Car/Truck Horn,Store/Commercial,10038,150 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/26/14,23:12,Noise - Residential,Loud Music/Party,Residential Building/House,10005,10 HANOVER SQUARE,HANOVER SQUARE,PEARL STREET,OLD SLIP,,,ADDRESS,NEW YORK,,MANHATTAN
10/27/14,13:28,Noise - Residential,Loud Music/Party,Residential Building/House,10013,376 BROADWAY,BROADWAY,FRANKLIN STREET,WHITE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/27/14,20:37,Noise - Residential,Banging/Pounding,Residential Building/House,10005,,,,,NEW STREET,EXCHANGE PLACE,INTERSECTION,NEW YORK,,MANHATTAN
10/27/14,22:37,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10013,52 WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
10/28/14,0:02,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10006,31 BROADWAY,BROADWAY,MORRIS STREET,EXCHANGE ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
10/28/14,0:33,Noise - Residential,Loud Music/Party,Residential Building/House,10038,46 ANN STREET,ANN STREET,NASSAU STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/28/14,2:21,Noise - Residential,Loud Television,Residential Building/House,10005,20 EXCHANGE PLACE,EXCHANGE PLACE,HANOVER STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/28/14,14:45,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10007,,,,,MURRAY STREET,GREENWICH STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/28/14,16:21,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,362 BROADWAY,BROADWAY,LEONARD STREET,FRANKLIN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/28/14,22:08,Noise - Vehicle,Engine Idling,Street/Sidewalk,10007,PARK PLACE,PARK PLACE,CHURCH STREET,WEST BROADWAY,,,BLOCKFACE,NEW YORK,,MANHATTAN
10/28/14,23:47,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,214 FRONT STREET,FRONT STREET,BEEKMAN STREET,PECK SLIP,,,ADDRESS,NEW YORK,,MANHATTAN
10/29/14,12:01,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,PEARL STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/29/14,19:00,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/30/14,9:05,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,11 WALL STREET,WALL STREET,NEW STREET,BROAD STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/30/14,9:05,Noise - Commercial,Loud Music/Party,Store/Commercial,10005,11 WALL STREET,WALL STREET,NEW STREET,BROAD STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/30/14,13:39,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10004,26 BEAVER STREET,BEAVER STREET,NEW STREET,BROAD STREET,,,ADDRESS,NEW YORK,,MANHATTAN
10/30/14,19:45,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
10/30/14,21:02,Noise - Commercial,Banging/Pounding,Store/Commercial,10007,150 PARK ROW,PARK ROW,,,,,ADDRESS,NEW YORK,,MANHATTAN
10/30/14,22:39,Noise - Residential,Loud Music/Party,Residential Building/House,10005,37 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
